asset_uid,asset_name,type,name,label::english (en),label::french (fr),hint::english (en),hint::french (fr),calculation,required,relevant,constraint,default,repeat_count,constraint_message::english (en),constraint_message::french (fr),appearance,choice_filter,parameters,_kuid,_qpath,question_order,_dlt_parent_id
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one lcs_move,I_9_lcs_move,,,,,,true,,,,,,,,,,QvuHkrPiV,,330,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one lcs_sell_house,I_10_lcs_sell_house,,,,,,true,,,,,,,,,,6a188Gk8n,,331,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one lcs_degrading,I_11_lcs_degrading,,,,,,true,,,,,,,,,,hKU3axh4m,,332,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one lcs_ask_stranger,I_12_lcs_ask_stranger,,,,,,true,,,,,,,,,,YWzqrFEYB,,333,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple lcs_reason,I_13_lcs_reason,,,,,,true,"selected(${I_3_lcs_hh_assets}, 'yes') or selected(${I_4_lcs_savings}, 'yes') or selected(${I_5_lcs_borrowed_food}, 'yes') or selected(${I_6_lcs_job}, 'yes') or selected(${I_7_lcs_prod_assets}, 'yes') or selected(${I_8_lcs_health}, 'yes') or selected(${I_9_lcs_move}, 'yes') or selected(${I_10_lcs_sell_house}, 'yes') or selected(${I_11_lcs_degrading}, 'yes') or selected(${I_12_lcs_ask_stranger}, 'yes')","not(selected(.,'do_not_know') and (count-selected(.)>1))",,,,,,,,xADaS8tCI,,334,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,I_13_1_lcs_reason_other,,,,,,true,"selected(${I_13_lcs_reason}, 'other')",,,,,,,,,5iAh5QJLx,,335,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,end_group,group_livelihoods,,,,,,,,,,,,,,,,opnbR3YNt,,336,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,begin_group,group_protection,,,,,,,,,,,,,,,,6RZ2nL4IN,,337,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,J_1_protection_intro,,,,,,false,,,,,,,,,,SOXvCNN5z,,338,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one conflict_exposure_shelling,J_2_conflict_exposure_shelling,,,,,,true,,,,,,,,,,Xv3amgGYh,,339,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one conflict_exposure_shelling_freq,J_3_conflict_exposure_shelling_freq,,,,,,true,"selected(${J_2_conflict_exposure_shelling}, 'yes')",,,,,,,,,YxW8s4bWh,,340,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one conflict_exposure_attacks,J_4_conflict_exposure_attacks,,,,,,true,,,,,,,,,,EIYNHdzAR,,341,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one conflict_exposure_attacks_freq,J_5_conflict_exposure_attacks_freq,,,,,,true,"selected(${J_4_conflict_exposure_attacks}, 'yes')",,,,,,,,,hOpUFQnwK,,342,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple gen_safety_incidents,J_6_gen_safety_incidents,,,,,,true,,"not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer') or selected(.,'none')) and (count-selected(.)>1))",,,,,,,,jZDTgGgZJ,,343,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,J_6_0_gen_safety_incidents_other,,,,,,true,"selected(${J_6_gen_safety_incidents}, 'other')",,,,,,,,,LQDYblYs4,,344,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,J_7_concern_note,,,,,,false,,,,,,,,,,YSrK5B2I4,,345,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one risk_concern,J_8_risk_concern,,,,,,true,,,,,,,,,,ZsOatJmho,,346,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one leave_concern,J_9_leave_concern,,,,,,true,,,,,,,,,,6zAcdiK72,,347,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one prot_concern_hh_freq_violence,J_10_prot_concern_hh_freq_violence,,,,,,true,,,,,,,,,,aLNuDJZuH,,348,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one prot_concern_hh_freq_discrimination,J_11_prot_concern_hh_freq_discrimination,,,,,,true,,,,,,,,,,UJNxsDyBs,,349,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one prot_concern_hh_freq_kidnapping,J_12_prot_concern_hh_freq_kidnapping,,,,,,true,,,,,,,,,,tpdcVYUtU,,350,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple concerns_women,J_13_concerns_women,,,,,,true,,"not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer') or selected(.,'none')) and (count-selected(.)>1))",,,,,,,,hEFjLJDiQ,,351,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,J_13_1_concerns_women_other,,,,,,true,"selected(${J_13_concerns_women}, 'other')",,,,,,,,,C6mlmXQzU,,352,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one women_walk,J_14_women_walk,,,,,,true,${total_hh_mem_woman_girl_calc}>0,,,,,,,,,xdbYZoMf2,,353,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple women_avoid,J_15_women_avoid,,,,,,true,"not(selected(${J_13_concerns_women}, 'none'))","not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer') or selected(.,'none')) and (count-selected(.)>1))",,,,,,,,vn7sW1eBR,,354,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,J_15_1_women_avoid_other,,,,,,true,"selected(${J_15_women_avoid}, 'other')",,,,,,,,,nrINdxgj5,,355,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple concerns_men,J_16_concerns_men,,,,,,true,,"not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer') or selected(.,'none')) and (count-selected(.)>1))",,,,,,,,XsBxexA0R,,356,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,J_16_1_concerns_men_other,,,,,,true,"selected(${J_16_concerns_men}, 'other')",,,,,,,,,xcJtpIX6r,,357,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple concerns_children,J_17_concerns_children,,,,,,true,,"not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer') or selected(.,'none')) and (count-selected(.)>1))",,,,,,,,4o7bcjQoV,,358,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,J_17_1_concerns_children_other,,,,,,true,"selected(${J_17_concerns_children}, 'other')",,,,,,,,,2sISWga3R,,359,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple concerns_hlp,J_18_concerns_hlp,,,,,,true,,"not((selected(.,'prefer_not_to_answer') or selected(.,'none')) and (count-selected(.)>1))",,,,,,,,8N5hgg4xG,,360,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,J_18_1_concerns_hlp_other,,,,,,true,"selected(${J_18_concerns_hlp}, 'other')",,,,,,,,,7XRxLE26O,,361,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one uxo_present,J_19_uxo_present,,,,,,true,,,,,,,,,,QaaYH3BrQ,,362,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one uxo_affects,J_21_uxo_affects,,,,,,true,"not(selected(${J_19_uxo_present}, 'no') or selected(${J_19_uxo_present},'do_not_know') or selected(${J_19_uxo_present},'prefer_not_to_answer') or selected(${J_19_uxo_present}, ''))",,,,,,,,,cb0Pxcseg,,363,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,J_20_eo_trained,,,,,,true,,.>=0 and .<50,,,,,,,,WgY9uPbjO,,364,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,end_group,group_protection,,,,,,,,,,,,,,,,hEUhEJW5P,,365,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,begin_group,group_snfi,,,,,,,,,,,,,,,,NBd0knICR,,366,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,K_1_snfi_intro,,,,,,false,,,,,,,,,,YrMm7ZSzt,,367,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one shelter_situation,K_2_shelter_situation,,,,,,true,,,,,,,,,,NyX83eRHq,,368,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,K_2_1_shelter_situation_other,,,,,,true,"selected(${K_2_shelter_situation}, 'other')",,,,,,,,,Okvg7krP8,,369,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one shelter_type,K_3_shelter_type,,,,,,true,"not(selected(${K_2_shelter_situation}, 'collective_center') or selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))",,,,,,,,,ZoH4a1HD9,,370,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,K_3_1_shelter_type_other,,,,,,true,"selected(${K_3_shelter_type}, 'other')",,,,,,,,,nORkLbvc9,,371,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,K_4_0_square_meters_yn,,,,,,true,"not(selected(${K_2_shelter_situation}, 'collective_center') or selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))",,,,,,,,,6kh79l2js,,372,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,K_4_square_meters,,,,,,true,"selected(${K_4_0_square_meters_yn},'yes')",.> 0 and .<999,,,,,,,,5J5wrgkGy,,373,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,K_5_individuals_shelter,,,,,,true,"not(selected(${K_2_shelter_situation}, 'collective_center') or selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))","not(.!=${B_2_hh_size} and selected(${K_2_shelter_situation},'individual_shelter')) and .>0 and .<40",,,,,,,,Obv60zxwn,,374,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one occupancy_arrang,K_6_occupancy_arrang,,,,,,true,"not(selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'collective_center') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))","not(selected(${K_2_shelter_situation}, 'hosted_by_friends_relatives') and 
    (selected(., 'owned_property') or 
     selected(., 'rented') or 
     selected(., 'no_occupancy_agreement_squatting')))",,,,,,,,2hBheXnJX,,375,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one evict_risk,K_7_evict_risk,,,,,,true,"not(selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))",,,,,,,,,9ljSCPtb3,,376,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple evict_threat,K_8_evict_threat,,,,,,true,"selected(${K_7_evict_risk}, 'yes')","not((
  selected(., 'no') or 
  selected(., 'prefer_not_to_answer') or 
  selected(., 'do_not_know') or 
  selected(., 'did_not_receive_direct_threats_but_we_are_under_conditions_that_put_as_at_risk_of_being_evicted_such_being_on_a_land_without_lease_agreement')
) and count-selected(.) > 1)",,,,,,,,FxMXM2FuO,,377,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple shelter_issues,K_9_shelter_issues,,,,,,true,"not(selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))","not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer') or selected(.,'no_issues')) and (count-selected(.)>1))",,,,,,,,YSQazkBPD,,378,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,K_9_1_shelter_issues_other,,,,,,true,"selected(${K_9_shelter_issues}, 'other')",,,,,,,,,HdAsRS2H1,,379,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one shelter_damage,K_10_shelter_damage,,,,,,true,"not(selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))",,,,,,,,,H9uEMKixK,,380,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,shelter_damage_note,,,,,,false,"selected(${K_10_shelter_damage}, 'no') and selected(${H_47_debt_reason},'shelter_repair_for_your_houseold')",,,,,,,,,qmOnmompo,,381,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one shelter_damage_repaired,K_11_shelter_damage_repaired,,,,,,true,"selected(${K_10_shelter_damage}, 'yes')",,,,,,,,,Jx6S5yvdg,,382,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple shelter_damage_repaired_reasons,K_12_shelter_damage_repaired_reasons,,,,,,true,"selected(${K_11_shelter_damage_repaired}, 'no')","not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer') or selected(.,'none')) and (count-selected(.)>1))",,,,,,,,uo6icuMhN,,383,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,K_12_1_shelter_damage_repaired_reasons_other,,,,,,true,"selected(${K_12_shelter_damage_repaired_reasons}, 'other')",,,,,,,,,Eup1M7zBH,,384,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one shelter_damage_type,K_13_shelter_damage_type,,,,,,true,"selected(${K_10_shelter_damage}, 'yes')",,,,,,,,,HIVECw62w,,385,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one cook_issues,K_14_cook_issues,,,,,,true,"not(selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))",,,,,,,,,rZXWtV4g3,,386,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one sleep_issues,K_15_sleep_issues,,,,,,true,"not(selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))",,,,,,,,,pE8qjAXhY,,387,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,note_cook_food_sleep,,,,,,false,"(
  selected(${K_14_cook_issues}, 'yes') or selected(${K_15_sleep_issues}, 'yes')
) and (
  selected(${H_27_miss_nfi}, 'kitchen_set') or selected(${H_27_miss_nfi}, 'bedding_and_towels')
)",,,,,,,,,ffCUMqEYw,,388,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one food_store_issues,K_16_food_store_issues,,,,,,true,"not(selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))",,,,,,,,,eGpn7oHUR,,389,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one heating_type,K_17_heating_type,,,,,,true,,,,,,,,,,ZzcA1FGyS,,390,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,K_17_1_heating_type_other,,,,,,true,"selected(${K_17_heating_type}, 'other')",,,,,,,,,0KRBLoBE6,,391,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one energy_lighting_source,K_18_energy_lighting_source,,,,,,true,,"not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer')) and (count-selected(.)>1))",,,,,,,,hVOsoCgus,,392,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,K_18_1_energy_lighting_source_other,,,,,,true,"selected(${K_18_energy_lighting_source}, 'other')",,,,,,,,,pSGUGXGoN,,393,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one electricity_issues,K_19_electricity_issues,,,,,,true,"not(selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))",,,,,,,,,ojT3Cah8W,,394,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,K_19_1_electricity_issues_other,,,,,,true,"selected(${K_19_electricity_issues}, 'other')",,,,,,,,,rSM6T3SIz,,395,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple utility_interrupt,K_20_utility_interrupt,,,,,,true,"not(selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))","not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer') or selected(.,'no_other_interruptions_experienced')) and (count-selected(.)>1))",,,,,,,,mmgbK5XMy,,396,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,K_20_1_utility_interrupt_other,,,,,,true,"selected(${K_20_utility_interrupt}, 'other')",,,,,,,,,QCGb85nWm,,397,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one alt_energy,K_21_alt_energy,,,,,,true,"not(selected(${K_2_shelter_situation},'no_shelter') or selected(${K_2_shelter_situation},'prefer_not_to_answer') or selected(${K_2_shelter_situation}, 'do_not_know') or selected(${K_2_shelter_situation}, ''))",,,,,,,,,c6UpVO95Q,,398,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one internet_hours,K_22_internet_hours,,,,,,true,,,,,,,,,,niJLj6puq,,399,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,internet_note,,,,,,false,"selected(${K_20_utility_interrupt},'internet') and selected(${K_22_internet_hours},'always_24hrs')",,,,,,,,,EpACdDPCF,,400,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,end_group,group_snfi,,,,,,,,,,,,,,,,ihGH4VT6z,,401,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,begin_group,group_wash,,,,,,,,,,,,,,,,XZfuVOgQT,,402,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,L_1_wash_intro,,,,,,false,,,,,,,,,,018zNlctR,,403,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one water_source,L_2_water_source,,,,,,true,,,,,,,,,,Gntpj4AlA,,404,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,L_2_1_water_source_other,,,,,,true,"selected(${L_2_water_source}, 'other')",,,,,,,,,vBTAsdziR,,405,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one water_fetch,L_3_0_water_fetch_int_yn,,,,,,true,"not(selected(${L_2_water_source},'tap_drinking_water_piped_into_dwelling') or selected(${L_2_water_source},'piped_into_compound_yard_or_plot') or selected(${L_2_water_source},'piped_to_neighbour') or selected(${L_2_water_source},'prefer_not_to_answer') or selected(${L_2_water_source}, 'do_not_know') or selected(${L_2_water_source}, ''))",,,,,,,,,b0ZgK8UOD,,406,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,L_3_water_fetch_int,,,,,,true,"selected(${L_3_0_water_fetch_int_yn}, 'can')",.>=0 and .<=600,,,,,,,,SfnXEW9yL,,407,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one water_range,L_4_water_range,,,,,,true,${L_3_0_water_fetch_int_yn}='do_not_know',,,,,,,,,Vsq9XUmzl,,408,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one water_assess,L_5_water_assess,,,,,,true,,,,,,,,,,dqA3grGGx,,409,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one water_treat,L_6_water_treat,,,,,,true,,,,,,,,,,arMvxrRWF,,410,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one water_lack,L_7_water_lack,,,,,,true,,,,,,,,,,eeZ3Vkv8G,,411,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one water_source_dom,L_8_water_source_dom,,,,,,true,,,,,,,,,,II7Gqkg6m,,412,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,L_8_1_water_source_dom_other,,,,,,true,"selected(${L_8_water_source_dom}, 'other')",,,,,,,,,M4WvxeTrw,,413,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one enough_water,L_9_enough_water,,,,,,true,,,,,,,,,,SVUxaBvoP,,414,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one hygiene_issues,L_10_hygiene_issues,,,,,,true,,,,,,,,,,TzXxpdAjd,,415,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one hand_washing,L_11_hand_washing,,,,,,true,,,,,,,,,,WRDXUw9OD,,416,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,L_11_1_hand_washing_other,,,,,,true,"selected(${L_11_hand_washing}, 'other')",,,,,,,,,YEwIMHmo9,,417,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one soap,L_12_soap,,,,,,true,,,,,,,,,,Tsj4Jeimz,,418,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,soap_note,,,,,,false,"selected(${L_10_hygiene_issues}, 'yes') and selected(${L_12_soap}, 'no')",,,,,,,,,IhJv7mUZT,,419,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one toilet,L_13_toilet,,,,,,true,,,,,,,,,,fiJijnVi1,,420,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,L_13_1_toilet_other,,,,,,true,"selected(${L_13_toilet}, 'other')",,,,,,,,,sz6Zkyy66,,421,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one shared_toilet,L_14_shared_toilet,,,,,,true,"not(selected(${L_13_toilet},'plastic_bag') or selected(${L_13_toilet},'bucket') or selected(${L_13_toilet},'no_facility_bush_field_open_defecation') or selected(${L_13_toilet},'prefer_not_to_answer') or selected(${L_13_toilet}, 'do_not_know') or selected(${L_13_toilet}, ''))",,,,,,,,,HvHEhCo3y,,422,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,shared_toilet_note,,,,,,false,"selected(${K_2_shelter_situation}, 'individual_shelter') and selected(${L_14_shared_toilet}, 'yes')",,,,,,,,,dMWU4EEfV,,423,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,L_15_0_shared_toilet_num_yn,,,,,,true,"selected(${L_14_shared_toilet}, 'yes')",,,,,,,,,evruc2k2a,,424,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,L_15_shared_toilet_num,,,,,,true,"selected(${L_15_0_shared_toilet_num_yn}, 'yes')",.>0 and .<40,,,,,,,,HaXitz6f2,,425,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one sewage_issues,L_16_sewage_issues,,,,,,true,"selected(${L_13_toilet},'flush_to_septic_tank') or selected(${L_13_toilet},'flush_to_pit_latrine') or selected(${L_13_toilet},'pit_latrine_with_slab') or selected(${L_13_toilet},'pit_latrine_without_slab_open_pit')",,,,,,,,,rGt5KwtA2,,426,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,L_16_1_sewage_issues_other,,,,,,true,"selected(${L_16_sewage_issues}, 'other')",,,,,,,,,R80ySlcjN,,427,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one wash_hands,L_17_wash_hands,,,,,,true,,,,,,,,,,J2ls6xMi4,,428,hNTgnRf31uCmvw
